g_bar,g_obs,V_c,r_kpc
1.1445882693969627e-10,2.623984955831905e-10,197.80976659065803,4.8325952170062
1.6707752864628464e-10,2.4506755405088067e-09,492.65955237651195,3.209625036905816
3.1012720656306e-10,5.732397207702011e-10,237.87117989838436,3.1988485385296723
1.0852975455201885e-10,2.5886261340423417e-10,224.74934977560335,6.323737821080602
4.1567064067506544e-10,1.8759912597057082e-09,399.93349607378826,2.7630646589902566
3.2333085952259376e-10,5.686180489196603e-10,201.88857747641006,2.322999704753469
1.1385609411777281e-10,2.565762737798675e-10,196.57147375902616,4.880572778269855
1.5741093379263025e-10,2.1001276976230774e-09,464.49309830910187,3.3293475051668144
3.550416541476968e-10,5.559269961145828e-10,203.45524180103448,2.4130498966637144
9.729297878538291e-11,1.942718233219999e-10,179.71149051373402,5.387511071744907
3.942064115050644e-10,3.934803750268377e-09,527.3071846019006,2.2900797165633304
6.691046704422344e-11,1.6592665035078414e-10,137.18945196629133,3.6759669323885444
6.532851803645021e-11,2.1536949663885534e-10,176.83908523324044,4.7056392087392975
6.670631954907856e-12,5.549604398478269e-11,186.28429715719074,20.264540891644522
3.0965521439761697e-10,4.995130964635927e-10,202.86118449353862,2.6699143785060526
9.172114778290956e-11,1.9319206123671797e-10,184.18072751269864,5.690434012400354
3.5473081221020226e-10,3.116448862974278e-09,489.78097284508544,2.4945379391792146
1.1760203962484785e-10,2.5739341167875227e-10,179.609719144224,4.061706524948332
7.250153331988351e-11,2.0543154249830348e-10,201.1177005437464,6.380868024800709
8.431336461177638e-11,8.368407345470607e-10,357.716022699549,4.955417773841157
7.941680074082823e-11,1.7488288145988362e-10,141.1681873911064,3.6929436079126066
4.6584941786391844e-11,1.2353209968242415e-10,156.797869788238,6.449808089754946
3.622006573842247e-11,3.3942786916561853e-10,291.6305622997675,8.120165338057278
1.304833600900611e-10,2.4201913602502746e-10,172.35594182686583,3.977856510186005
5.932765534382248e-11,1.4195467942056427e-10,177.2183511801298,7.1699143785060535
1.7240681367002862e-10,1.3390232557809693e-09,388.8461628977142,3.6594331266607614
4.334531918053777e-10,6.182415738273084e-10,223.50419677470455,2.618541482137585
1.3179646856446694e-10,2.288618964698859e-10,202.07225985047216,5.782108060230292
4.0244046045731966e-10,1.4749271273769483e-09,351.6856392361421,2.717596693238854
7.760321432000076e-11,1.800303303688713e-10,159.4490548596187,4.576616474756421
7.743148352960495e-11,2.0962889425730867e-10,195.52629283524976,5.910245054620607
1.2347123242699449e-10,7.154216842616116e-10,328.05266188250266,4.874963094183643
4.972215553014731e-10,7.003331985180874e-10,229.714014670097,2.441836433421907
1.340413813074792e-10,2.237757570479672e-10,199.8448621846008,5.783879539415412
4.001024720500331e-10,1.4338922891335301e-09,347.05074187369144,2.72217301446708
2.6817953019562017e-10,4.5480932544988533e-10,177.48520102770505,2.244611750811928
1.2412364466851376e-10,2.691825563035556e-10,185.17286983654864,4.128136994390316
1.5166098731493987e-10,2.3612229827621603e-09,466.3514491074554,2.9849424269264833
2.9001447578251177e-10,5.36937021225566e-10,224.69961843954655,3.047387068201948
1.0093402655776401e-10,2.340254404233377e-10,209.53185233831007,6.079716563330381
